N,P,K,temperature,humidity,ph,rainfall,label
18.9,44.0,18.7,26.98,38.91,6.68,46.3,mothbeans
91.0,33.8,38.1,27.7,61.6,7.23,206.92,coffee
30.1,77.9,22.9,21.17,53.33,4.74,138.6,pigeonpeas
30.3,125.8,199.5,21.82,91.34,5.93,126.98,apple
83.4,42.6,42.8,30.47,89.96,7.26,177.87,jute
27.3,21.4,44.8,25.73,55.33,7.09,97.31,mango
92.5,54.7,17.6,21.04,73.2,5.95,82.33,maize
115.6,93.6,50.9,27.45,78.36,5.94,138.74,banana
23.6,25.0,40.1,24.26,94.36,7.21,112.71,pomegranate
86.9,15.0,54.3,31.28,86.5,6.83,22.91,muskmelon
88.4,15.2,49.5,29.67,56.7,6.74,60.8,watermelon
15.6,15.5,11.9,16.78,94.58,7.71,102.35,orange
28.2,139.5,191.6,17.71,76.56,6.13,82.06,grapes
19.0,69.2,23.3,25.98,37.35,6.73,92.77,pigeonpeas
83.3,31.9,42.3,25.56,54.85,6.78,162.89,coffee
31.6,140.5,199.6,21.67,85.8,6.35,101.67,apple
32.6,67.7,48.3,33.88,88.68,6.67,58.03,papaya
80.9,39.6,30.4,26.19,88.36,7.49,197.27,jute
83.7,13.8,49.2,28.46,70.74,6.31,42.54,watermelon
119.7,56.0,19.2,26.06,71.69,6.36,98.02,cotton
22.8,74.6,18.5,15.14,30.29,6.12,105.74,kidneybeans
15.4,121.2,207.0,32.28,80.96,6.07,84.39,grapes
12.1,32.0,37.0,34.57,58.4,5.85,98.95,mango
115.7,44.3,31.4,27.66,71.01,6.24,78.06,cotton
97.0,59.1,48.9,25.69,92.24,7.19,197.87,rice
89.0,75.9,48.3,29.77,78.43,6.03,136.12,banana
98.6,26.8,55.3,27.02,73.44,6.04,65.68,watermelon
12.7,28.9,46.1,19.26,89.07,6.53,115.82,pomegranate
20.1,14.1,24.9,25.39,92.86,6.67,124.95,orange
119.2,24.9,44.9,22.9,54.4,6.76,152.77,coffee
67.9,42.5,42.5,29.17,72.48,7.42,167.05,jute
20.7,5.5,44.1,30.76,92.61,6.73,212.32,coconut
17.7,62.5,19.8,29.32,60.64,5.41,184.46,pigeonpeas
27.6,26.7,40.6,26.74,58.56,7.3,95.43,mango
11.1,6.3,19.6,23.52,88.69,6.21,121.97,orange
62.1,51.2,29.2,25.84,67.85,7.1,80.37,maize
35.2,65.6,24.6,27.46,63.28,7.19,62.97,blackgram
39.9,68.6,20.3,23.61,34.03,7.15,135.63,pigeonpeas
88.1,19.4,46.5,29.94,88.94,6.27,20.03,muskmelon
11.4,13.0,34.5,31.98,94.31,6.95,189.34,coconut
19.9,148.4,205.0,29.61,75.46,6.05,74.01,grapes
83.4,40.3,31.8,29.3,84.44,6.26,151.41,jute
83.7,39.9,22.8,26.72,56.45,6.81,79.51,maize
117.3,64.1,24.9,24.9,80.4,5.83,98.28,cotton
15.4,129.6,193.9,23.13,93.45,5.76,109.77,apple
79.4,40.0,33.9,25.65,66.73,6.42,84.71,maize
28.6,55.8,22.7,31.92,51.4,5.91,60.89,mothbeans
43.8,82.2,98.3,24.6,25.43,7.95,90.29,chickpea
68.2,35.7,30.7,25.66,86.3,5.63,266.33,rice
81.2,63.1,15.8,19.1,61.3,7.37,78.97,maize
20.9,41.3,26.0,26.56,47.71,4.56,68.39,mothbeans
25.9,120.7,197.3,16.28,86.21,5.78,101.6,apple
16.1,29.7,35.5,19.42,89.42,6.09,119.57,pomegranate
15.5,20.5,27.3,25.25,51.95,7.03,104.32,mango
12.6,16.6,25.4,30.92,57.59,7.47,95.92,mango
106.4,29.3,38.1,25.61,53.56,6.88,215.88,coffee
24.4,34.9,27.6,24.54,58.89,7.16,113.85,mango
117.6,27.9,26.8,18.21,51.02,6.91,192.98,coffee
25.4,77.0,25.3,33.33,67.5,6.91,77.56,blackgram
19.7,21.9,33.4,34.22,63.22,6.93,115.39,mango
25.8,11.3,22.1,28.64,91.61,6.65,115.49,orange
16.3,28.7,29.3,28.62,48.76,5.52,118.8,mango
28.4,52.3,24.7,24.14,63.61,3.79,35.72,mothbeans
105.4,70.5,59.4,30.36,80.99,5.95,168.1,banana
23.5,129.8,190.7,21.51,90.35,5.96,127.23,apple
23.9,78.4,23.5,21.66,54.32,6.2,177.59,pigeonpeas
94.6,48.0,44.2,20.25,94.4,7.16,181.85,rice
97.1,10.7,55.3,29.27,86.91,6.27,26.4,muskmelon
23.6,75.5,15.4,27.66,41.06,4.67,157.08,pigeonpeas
91.0,48.7,18.0,30.24,71.27,6.64,81.44,cotton
81.0,82.0,64.7,23.01,81.36,5.81,172.41,banana
36.2,77.1,18.2,16.45,69.49,7.45,46.56,lentil
78.2,54.7,48.3,29.15,74.85,6.91,198.5,jute
29.5,12.4,5.5,17.51,85.26,7.98,108.37,orange
102.9,96.8,54.5,31.45,78.22,5.57,171.32,banana
28.5,144.5,196.5,34.65,82.09,5.56,61.05,grapes
30.1,56.7,28.4,30.3,80.08,7.25,64.51,blackgram
105.9,23.6,37.6,19.23,60.28,7.48,166.47,coffee
95.0,92.7,55.6,29.04,78.9,6.44,142.41,banana
80.3,15.7,47.4,24.82,56.55,6.59,45.68,watermelon
22.8,80.8,17.0,27.87,55.97,6.53,117.75,pigeonpeas
19.7,71.7,19.4,23.84,43.19,7.13,189.58,pigeonpeas
26.9,77.9,18.9,19.81,89.76,6.87,72.86,lentil
23.4,76.1,86.2,15.97,19.84,6.02,78.75,chickpea
25.7,73.5,16.2,19.23,36.01,6.05,113.54,pigeonpeas
21.3,12.0,48.4,18.99,87.25,6.84,115.28,pomegranate
26.4,18.7,31.4,23.5,88.77,6.15,112.68,pomegranate
33.7,69.5,18.2,31.54,55.03,7.37,136.98,pigeonpeas
25.7,71.6,19.9,22.2,79.31,6.17,68.97,lentil
11.3,29.3,35.5,33.91,51.26,6.65,100.03,mango
25.8,59.0,26.1,29.26,70.01,6.47,78.7,mungbean
41.5,45.9,46.9,24.84,90.04,6.85,108.96,papaya
30.7,52.3,53.6,26.32,93.84,6.79,90.07,papaya
39.0,70.3,26.0,19.11,70.65,6.31,53.41,lentil
25.7,14.0,32.6,22.73,90.6,7.18,114.78,pomegranate
11.6,21.2,36.6,19.08,93.49,6.78,118.67,pomegranate
91.3,16.0,47.2,28.43,88.79,6.69,28.18,muskmelon
26.1,12.6,44.3,21.05,87.95,6.08,109.74,pomegranate
108.5,11.2,63.0,26.44,65.0,6.42,45.16,watermelon
119.3,72.9,56.8,28.26,83.07,6.16,109.29,banana
26.4,23.7,39.5,26.97,47.0,6.2,96.12,mango
15.6,12.1,32.2,20.04,91.14,7.21,117.99,pomegranate
118.1,21.5,33.4,19.1,54.95,7.32,175.26,coffee
98.3,34.7,35.3,25.42,63.66,7.27,165.1,coffee
115.4,90.3,51.8,27.44,87.61,6.38,112.83,banana
38.6,60.9,28.1,32.04,73.62,6.81,85.49,blackgram
15.6,55.9,25.9,30.69,64.11,9.84,32.61,mothbeans
32.3,49.2,54.0,27.0,92.83,6.16,118.09,papaya
91.6,40.0,39.7,28.47,73.2,7.17,164.97,jute
81.2,91.7,63.1,29.96,83.76,6.17,179.22,banana
61.4,51.8,48.9,29.67,92.41,6.32,48.38,papaya
16.8,16.5,30.7,26.83,90.29,7.46,182.48,coconut
69.6,69.9,56.8,30.61,91.49,6.06,57.44,papaya
13.5,127.8,199.4,19.66,80.89,6.42,82.44,grapes
25.0,25.2,41.2,28.81,47.48,6.63,118.09,mango
39.4,81.2,19.9,30.88,85.42,6.66,60.54,blackgram
65.1,53.2,51.8,34.1,90.79,6.18,93.1,papaya
35.6,69.6,23.2,28.05,65.45,6.13,81.42,blackgram
25.0,64.8,15.2,23.27,31.02,5.6,94.61,kidneybeans
10.1,15.9,29.9,25.26,55.67,7.22,109.47,mango
26.9,16.4,40.5,25.54,95.62,5.65,154.81,coconut
87.3,32.9,28.0,24.36,67.8,7.37,205.53,coffee
24.8,23.6,8.3,17.45,90.41,7.23,114.41,orange
17.7,33.9,36.8,27.79,57.51,7.32,90.96,mango
13.7,130.8,205.1,28.16,80.81,6.03,85.3,grapes
66.1,37.4,33.2,22.24,80.7,5.85,284.51,rice
38.6,39.0,26.6,27.65,88.01,7.08,77.69,mungbean
37.4,57.5,20.9,16.0,15.33,6.16,96.15,kidneybeans
25.8,10.4,31.9,31.0,90.5,6.52,168.17,coconut
18.2,47.8,17.4,29.6,56.56,4.19,50.25,mothbeans
27.4,27.9,47.7,21.79,91.46,6.82,101.02,pomegranate
107.9,63.3,27.2,29.83,78.46,6.74,95.92,cotton
13.8,136.8,203.9,25.64,79.34,5.89,85.25,grapes
19.8,46.6,22.3,28.55,69.62,7.45,72.08,mungbean
86.9,48.3,32.4,19.59,67.32,7.18,116.68,maize
38.7,78.4,87.3,16.47,31.22,7.27,75.53,chickpea
12.3,23.6,30.4,29.03,99.17,6.13,141.71,coconut
25.5,58.3,20.1,28.51,37.17,8.32,32.09,mothbeans
26.3,56.5,95.3,24.81,30.86,7.71,69.68,chickpea
15.1,20.0,38.7,27.73,93.37,6.74,217.78,coconut
95.7,29.5,36.4,22.87,63.96,6.59,158.83,coffee
18.3,58.0,29.0,34.47,71.07,6.2,65.92,mungbean
65.6,61.1,50.5,33.44,90.41,6.91,43.21,papaya
24.9,20.1,43.0,21.52,89.92,6.26,105.57,pomegranate
54.3,63.7,53.8,28.33,94.6,6.73,48.85,papaya
34.3,37.3,27.4,29.28,77.88,6.13,56.87,mungbean
106.4,88.4,62.0,26.8,88.06,5.86,174.14,banana
11.1,17.7,32.4,28.28,94.23,6.07,210.41,coconut
29.2,120.6,204.8,34.18,83.62,5.67,69.8,grapes
13.6,18.9,41.9,25.22,90.33,5.99,217.97,coconut
82.5,25.5,47.0,31.17,88.04,6.65,24.88,muskmelon
28.7,37.7,26.3,28.66,36.53,4.72,37.37,mothbeans
21.2,25.7,41.5,34.8,53.22,7.03,83.99,mango
25.2,21.6,24.5,25.91,89.62,6.61,106.67,orange
36.3,83.1,16.3,18.86,16.42,5.71,73.76,kidneybeans
100.0,54.4,49.5,29.24,78.13,6.58,174.43,jute
88.3,36.1,46.8,31.9,79.45,7.45,177.37,jute
107.5,36.1,32.5,24.97,84.94,7.89,107.03,cotton
25.3,56.1,18.3,26.93,43.68,9.85,68.19,mothbeans
22.8,148.6,206.8,23.52,81.45,5.68,76.82,grapes
66.7,40.0,15.7,24.63,66.6,6.45,110.65,maize
91.3,19.7,53.1,29.55,88.56,6.96,29.36,muskmelon
75.2,40.0,49.4,27.66,87.92,6.52,193.04,jute
87.6,17.6,60.6,27.94,72.78,6.35,51.08,watermelon
61.3,38.3,42.7,28.96,84.93,7.08,182.98,jute
20.9,140.4,199.8,22.72,94.48,5.62,110.04,apple
12.2,17.4,36.9,27.79,45.7,6.58,95.51,mango
48.7,70.0,83.0,19.58,19.18,6.74,74.79,chickpea
15.2,148.8,200.3,24.83,85.58,6.08,110.48,apple
44.2,84.5,92.6,18.93,26.81,7.32,63.14,chickpea
14.9,21.0,36.2,28.38,58.49,5.61,84.96,mango
36.3,83.9,72.3,18.66,19.51,6.39,65.63,chickpea
45.9,74.7,62.6,31.74,90.37,6.46,54.79,papaya
95.3,98.0,53.6,27.39,81.69,6.06,137.64,banana
32.0,56.9,20.9,34.64,76.17,6.43,63.61,blackgram
89.9,56.2,32.2,30.35,85.43,6.52,184.51,jute
17.4,18.5,37.2,23.59,90.24,6.86,117.06,pomegranate
37.5,52.1,60.9,23.21,89.37,6.02,67.74,papaya
98.8,18.4,46.2,27.91,71.27,6.1,42.09,watermelon
39.1,55.4,22.2,28.33,73.47,6.86,73.07,blackgram
26.5,18.0,32.0,18.43,85.51,6.57,106.74,pomegranate
51.6,50.5,53.8,32.39,89.62,6.15,97.91,papaya
75.1,32.5,45.5,26.7,83.48,7.31,166.68,rice
107.6,17.1,59.4,27.54,68.1,6.34,49.68,watermelon
17.1,60.5,26.4,25.22,84.51,6.02,79.71,blackgram
89.2,49.0,41.8,27.85,84.14,6.63,183.46,jute
39.5,74.5,27.1,22.15,26.86,5.55,87.29,kidneybeans
21.6,78.0,82.5,23.22,32.01,6.42,86.29,chickpea
108.2,26.2,61.4,26.37,86.43,6.03,22.37,muskmelon
38.7,37.7,17.4,31.69,48.81,3.59,40.31,mothbeans
18.7,133.3,193.5,21.62,86.58,6.4,106.92,apple
36.9,50.8,22.0,24.85,52.73,9.14,63.13,mothbeans
20.6,70.0,27.6,32.01,83.67,6.53,72.14,blackgram
27.8,49.6,24.4,31.57,50.29,7.01,32.01,mothbeans
24.3,55.4,82.7,17.95,24.72,7.15,61.75,chickpea
16.2,6.0,39.9,26.65,97.22,6.92,173.48,coconut
34.9,132.9,199.1,23.79,93.96,5.74,105.98,apple
25.2,40.7,22.8,34.08,84.13,6.1,74.63,mungbean
29.9,72.8,17.5,16.23,89.4,6.29,45.23,lentil
28.4,65.7,20.3,23.29,30.79,5.81,114.83,kidneybeans
21.6,61.9,16.6,29.25,61.74,4.6,68.73,mothbeans
35.1,145.8,197.2,18.25,90.17,5.55,128.36,apple
18.2,60.3,20.4,31.6,74.12,6.3,70.08,mungbean
87.7,22.4,54.2,30.26,61.19,6.64,66.47,watermelon
92.2,52.6,32.4,19.85,52.8,6.04,63.43,maize
76.3,46.2,20.2,24.51,62.4,5.66,73.21,maize
112.1,99.6,51.9,27.99,89.06,5.67,157.41,banana
27.7,17.8,36.6,25.3,92.21,5.97,163.07,coconut
22.7,22.0,18.4,27.46,87.34,6.74,104.42,orange
19.2,82.5,19.9,23.21,56.59,5.52,194.73,pigeonpeas
81.5,70.8,59.8,25.18,86.94,5.93,136.24,banana
35.1,56.3,29.9,26.3,83.88,6.59,74.77,blackgram
48.0,56.2,54.2,32.85,91.59,6.06,116.61,papaya
20.5,48.3,24.3,32.7,63.12,7.44,84.51,mungbean
93.2,39.3,37.4,28.4,79.65,6.3,157.03,jute
92.6,91.0,61.5,29.31,89.84,5.77,170.0,banana
85.4,21.5,64.7,26.33,70.89,6.49,41.19,watermelon
108.7,20.5,40.8,26.55,68.41,6.24,171.27,coffee
17.4,126.8,208.0,24.8,91.48,6.42,119.28,apple
85.8,35.3,48.8,31.45,93.3,6.24,152.32,rice
29.4,64.5,18.6,29.45,55.06,7.45,33.54,mothbeans
67.7,63.8,48.0,30.84,86.05,6.87,81.33,papaya
19.8,28.5,40.4,21.41,90.78,7.03,102.14,pomegranate
88.5,48.1,34.5,30.62,86.36,6.59,179.43,jute
12.8,25.0,39.4,23.48,92.46,6.91,113.73,pomegranate
84.9,10.8,56.2,28.81,87.05,6.7,27.41,muskmelon
16.9,17.0,39.4,20.34,86.07,6.22,100.67,pomegranate
93.6,43.8,34.6,26.37,74.44,6.75,104.21,cotton
64.3,61.6,45.9,34.67,93.29,6.13,113.74,papaya
25.2,14.1,42.6,31.42,90.24,7.48,191.0,coconut
105.8,25.6,49.9,30.14,55.25,6.22,41.95,watermelon
79.5,53.2,30.3,19.57,62.56,6.3,68.78,maize
81.2,20.9,46.8,31.97,72.95,6.02,65.76,watermelon
26.3,142.8,200.9,21.51,90.17,6.49,101.64,apple
36.2,60.9,16.9,31.49,33.78,5.94,154.41,pigeonpeas
21.5,16.4,23.3,23.95,86.37,7.15,102.74,orange
20.1,65.1,22.0,18.31,82.65,6.16,41.22,lentil
81.7,27.1,64.2,29.82,88.64,6.94,26.63,muskmelon
112.6,48.2,30.7,31.76,69.8,7.66,91.09,cotton
107.4,29.5,50.2,25.7,56.61,6.56,40.41,watermelon
37.3,72.9,27.2,24.02,56.25,7.24,152.93,pigeonpeas
118.0,18.0,44.9,24.44,61.35,6.77,151.66,coffee
118.7,84.3,59.5,25.71,77.77,5.94,113.26,banana
109.0,42.8,18.8,26.59,77.27,6.12,75.03,cotton
23.8,82.5,17.0,21.72,60.13,7.35,40.06,lentil
10.0,129.7,194.4,34.42,82.27,5.85,62.79,grapes
22.7,71.4,21.3,16.6,18.42,5.92,105.44,kidneybeans
86.4,28.8,36.9,25.49,53.01,7.41,193.47,coffee
28.2,27.1,44.4,29.73,96.83,6.62,132.59,coconut
67.6,47.7,34.1,29.87,74.83,7.06,178.92,jute
68.8,64.3,21.7,19.64,69.74,6.82,89.89,maize
25.3,149.8,196.9,23.22,76.66,5.7,80.8,grapes
35.3,40.9,18.2,31.76,72.15,7.4,44.45,mungbean
24.7,14.0,28.7,26.66,95.64,6.95,168.19,coconut
84.6,12.8,47.6,24.91,59.81,6.31,68.85,watermelon
45.8,57.8,56.6,28.02,86.69,6.02,88.78,papaya
15.2,60.1,23.7,32.14,87.5,7.06,80.15,blackgram
35.1,78.2,23.2,15.66,30.33,6.08,106.92,kidneybeans
107.9,53.3,19.4,28.51,80.31,6.39,100.07,cotton
29.9,74.9,21.3,27.82,44.38,6.01,90.81,pigeonpeas
31.1,121.3,200.8,15.17,92.79,5.83,114.16,apple
80.1,31.5,35.6,30.9,79.79,5.79,223.42,rice
32.3,61.9,16.8,16.65,15.04,6.22,103.94,kidneybeans
16.9,70.3,29.5,31.93,62.13,6.28,83.14,blackgram
32.0,130.1,197.6,22.35,94.28,6.13,123.7,apple
15.4,46.2,20.3,30.43,62.18,7.19,50.89,mungbean
33.3,55.0,23.9,24.16,68.64,5.87,64.33,lentil
18.9,11.8,22.0,23.22,93.33,6.21,104.23,orange
114.5,51.5,32.4,29.63,82.37,5.55,72.18,cotton
88.3,89.5,62.4,29.48,88.03,6.04,160.15,banana
28.6,145.0,200.8,20.17,94.05,6.29,127.27,apple
15.2,54.4,22.7,27.56,63.84,7.21,64.54,mothbeans
27.4,19.5,34.5,25.46,52.9,5.85,94.55,mango
83.6,38.0,42.5,24.91,86.04,6.37,194.17,rice
115.4,53.3,27.2,24.97,81.68,5.91,62.66,cotton
95.5,27.5,30.8,18.65,51.64,6.19,208.51,coffee
109.9,11.0,53.8,28.16,88.01,6.57,21.5,muskmelon
30.0,19.9,33.6,21.59,93.14,7.17,115.77,pomegranate
35.2,81.2,84.8,22.02,34.86,6.26,70.99,chickpea
32.7,60.3,18.8,23.11,88.42,5.77,57.39,lentil
25.5,55.5,26.9,15.69,24.49,6.06,97.71,kidneybeans
95.4,10.2,58.5,27.97,90.11,6.21,25.52,muskmelon
85.3,90.6,49.2,30.58,75.88,5.72,179.88,banana
68.8,59.6,46.9,23.24,88.96,7.08,154.12,jute
21.9,74.3,25.4,33.71,70.27,7.15,76.84,blackgram
37.0,67.4,23.1,25.49,60.07,6.37,80.42,blackgram
20.5,61.0,28.8,23.53,83.25,6.29,57.7,lentil
25.4,60.6,27.8,24.79,33.18,5.21,64.99,mothbeans
109.1,33.9,30.1,25.42,51.09,6.95,174.56,coffee
